iter	Passed	Remaining
383	52793	84689
384	52921	84536
385	53049	84383
386	53174	84226
387	53299	84069
388	53428	83920
389	53556	83767
390	53686	83619
391	53812	83464
392	53947	83322
393	54081	83181
394	54216	83040
395	54352	82900
396	54488	82762
397	54623	82621
398	54748	82465
399	54872	82308
400	54999	82156
401	55126	82004
402	55245	81839
403	55366	81679
404	55482	81511
405	55606	81355
406	55724	81190
407	55842	81026
408	55959	80860
409	56083	80705
410	56200	80540
411	56323	80383
412	56439	80217
413	56568	80069
414	56681	79901
415	56804	79745
416	56930	79592
417	57054	79439
418	57178	79285
419	57302	79131
420	57428	78981
421	57596	78888
422	57729	78746
423	57854	78594
424	57983	78448
425	58127	78321
426	58278	78204
427	58418	78072
428	58547	77926
429	58675	77778
430	58801	77628
431	58948	77506
432	59097	77386
433	59242	77261
434	59398	77149
435	59559	77045
436	59717	76936
437	59882	76835
438	60039	76724
439	60187	76602
440	60333	76476
441	60495	76372
442	60653	76262
443	60794	76130
444	60943	76007
445	61095	75890
446	61238	75760
447	61390	75641
448	61552	75536
449	61700	75411
450	61837	75273
451	61980	75144
452	62122	75013
453	62258	74874
454	62394	74735
455	62530	74598
456	62667	74460
457	62813	74334
458	62969	74218
459	63101	74075
460	63240	73940
461	63383	73810
462	63518	73670
463	63643	73519
464	63788	73391
465	63930	73259
466	64064	73118
467	64192	72970
468	64326	72829
469	64463	72692
470	64600	72555
471	64738	72418
472	64876	72283
473	65003	72134
474	65145	72003
475	65277	71860
476	65405	71712
477	65530	71562
478	65667	71425
479	65811	71295
480	65949	71159
481	66085	71021
482	66223	70884
483	66359	70747
484	66489	70602
485	66625	70463
486	66757	70321
487	66887	70176
488	67033	70048
489	67169	69911
490	67304	69772
491	67454	69648
492	67584	69503
493	67721	69366
494	67860	69231
495	67994	69091
496	68122	68944
497	68250	68798
498	68379	68653
499	68528	68528
500	68658	68384
501	68798	68250
502	68927	68105
503	69061	67964
504	69186	67816
505	69312	67669
506	69440	67522
507	69569	67378
508	69704	67239
509	69834	67096
510	69964	66952
511	70094	66808
512	70222	66663
513	70349	66516
514	70476	66371
515	70604	66225
516	70730	66079
517	70856	65932
518	70984	65786
519	71109	65639
520	71235	65492
521	71360	65345
522	71507	65218
523	71653	65090
524	71817	64977
525	72006	64888
526	72169	64774
527	72348	64675
528	72525	64573
529	72661	64436
530	72792	64293
531	72917	64145
532	73046	64001
533	73172	63854
534	73289	63700
535	73405	63545
536	73537	63403
537	73660	63254
538	73781	63104
539	73905	62956
540	74032	62811
541	74156	62663
542	74310	62541
543	74476	62428
544	74636	62311
545	74786	62185
546	74922	62047
547	75052	61904
548	75179	61759
549	75309	61616
550	75439	61474
551	75564	61327
552	75694	61185
553	75742	60976
554	75868	60831
555	75992	60684
556	76117	60539
557	76244	60394
558	76369	60248
559	76495	60103
560	76623	59960
561	76755	59820
562	76887	59680
563	77022	59542
564	77174	59417
565	77310	59280
566	77440	59138
567	77569	58996
568	77708	58861
569	77857	58734
570	78001	58603
571	78131	58462
572	78263	58321
573	78401	58186
574	78543	58053
575	78682	57918
576	78822	57785
577	78951	57642
578	79087	57505
579	79222	57368
580	79366	57236
581	79512	57106
582	79646	56968
583	79774	56825
584	79901	56682
585	80047	56552
586	80234	56451
587	80402	56336
588	80546	56204
589	80697	56077
590	80856	55956
591	81016	55835
592	81153	55698
593	81285	55558
594	81433	55429
595	81567	55290
596	81704	55154
597	81860	55029
598	81997	54892
599	82138	54758
600	82279	54624
601	82424	54492
602	82570	54362
603	82713	54229
604	82851	54092
605	83007	53968
606	83140	53829
607	83282	53694
608	83447	53576
609	83607	53454
610	83760	53327
611	83903	53193
612	84051	53063
613	84189	52927
614	84329	52791
615	84468	52655
616	84607	52519
617	84738	52378
618	84871	52238
619	85000	52097
620	85130	51955
621	85257	51812
622	85388	51671
623	85515	51528
624	85643	51386
625	85771	51243
626	85899	51101
627	86070	50984
628	86230	50860
629	86367	50723
630	86499	50583
631	86628	50441
632	86767	50305
633	86901	50166
634	87037	50029
635	87204	49909
636	87342	49772
637	87504	49649
638	87663	49525
639	87811	49393
640	87965	49266
641	88115	49135
642	88262	49004
643	88412	48873
644	88560	48742
645	88710	48612
646	88859	48481
647	89013	48352
648	89183	48233
649	89327	48099
650	89500	47981
651	89687	47869
652	89856	47749
653	90020	47625
654	90181	47500
655	90308	47356
656	90440	47216
657	90580	47079
658	90706	46936
659	90841	46797
660	90976	46658
661	91126	46526
662	91278	46396
663	91419	46260
664	91563	46125
665	91711	45993
666	91852	45857
667	91990	45720
668	92144	45590
669	92289	45455
670	92441	45325
671	92591	45193
672	92746	45064
673	92891	44929
674	93043	44798
675	93181	44660
676	93320	44523
677	93466	44389
678	93602	44250
679	93742	44114
680	93881	43976
681	94013	43836
682	94142	43694
683	94271	43552
684	94402	43411
685	94532	43270
686	94700	43145
687	94829	43004
688	94955	42860
689	95094	42723
690	95236	42587
691	95365	42445
692	95495	42304
693	95628	42164
694	95771	42029
695	95916	41894
696	96057	41758
697	96209	41626
698	96367	41497
699	96513	41362
700	96661	41229
701	96802	41092
702	96944	40956
703	97080	40817
704	97219	40680
705	97353	40540
706	97488	40402
707	97634	40267
708	97774	40130
709	97919	39995
710	98081	39867
711	98238	39736
712	98391	39605
713	98527	39466
714	98661	39326
715	98795	39186
716	98931	39048
717	99066	38908
718	99201	38770
719	99350	38636
720	99490	38498
721	99629	38361
722	99812	38240
723	99958	38105
724	100116	37975
725	100276	37845
726	100423	37710
727	100579	37579
728	100723	37443
729	100891	37316
730	101030	37177
731	101176	37042
732	101323	36907
733	101458	36768
734	101622	36639
735	101771	36505
736	101926	36372
737	102082	36240
738	102216	36100
739	102366	35966
740	102505	35828
741	102649	35692
742	102815	35563
743	102963	35428
744	103124	35297
745	103311	35175
746	103447	35036
747	103607	34905
748	103759	34771
749	103925	34641
750	104077	34507
751	104212	34368
752	104381	34239
753	104517	34099
754	104654	33960
755	104808	33827
756	104943	33687
757	105079	33547
758	105224	33411
759	105362	33272
760	105525	33141
761	105686	33009
762	105840	32875
763	105992	32741
764	106133	32603
765	106291	32470
766	106433	32332
767	106571	32193
768	106729	32060
769	106866	31921
770	107005	31782
771	107163	31649
772	107299	31509
773	107439	31371
774	107623	31245
775	107761	31106
776	107905	30969
777	108065	30836
778	108211	30699
779	108381	30569
780	108521	30430
781	108661	30291
782	108815	30157
783	108950	30016
784	109083	29876
785	109237	29741
786	109378	29603
787	109514	29463
788	109647	29322
789	109783	29182
790	109934	29047
791	110084	28911
792	110242	28777
793	110412	28645
794	110564	28510
795	110717	28374
796	110863	28237
797	110996	28096
798	111131	27956
799	111285	27821
800	111419	27681
801	111556	27541
802	111714	27406
803	111855	27268
804	111991	27128
805	112144	26992
806	112297	26856
807	112445	26719
808	112597	26583
809	112755	26448
810	112895	26309
811	113039	26171
812	113178	26032
813	113352	25901
814	113498	25763
815	113632	25623
816	113779	25485
817	113927	25348
818	114062	25207
819	114196	25067
820	114332	24927
821	114486	24791
822	114618	24650
823	114750	24509
824	114909	24374
825	115050	24235
826	115188	24096
827	115325	23956
828	115465	23817
829	115616	23680
830	115758	23541
831	115894	23401
832	116030	23261
833	116183	23125
834	116351	22991
835	116493	22852
836	116644	22715
837	116795	22578
838	116938	22439
839	117108	22306
840	117263	22169
841	117404	22030
842	117544	21891
843	117684	21752
844	117843	21616
845	117987	21477
846	118123	21337
847	118260	21197
848	118396	21057
849	118538	20918
850	118676	20778
851	118818	20639
852	118969	20502
853	119113	20363
854	119260	20225
855	119411	20087
856	119559	19949
857	119723	19814
858	119884	19678
859	120031	19539
860	120197	19404
861	120348	19266
862	120494	19128
863	120638	18989
864	120774	18849
865	120938	18713
866	121077	18573
867	121220	18434
868	121373	18296
869	121507	18156
870	121655	18017
871	121797	17878
872	121931	17738
873	122082	17599
874	122214	17459
875	122357	17319
876	122494	17179
877	122632	17040
878	122781	16901
879	122915	16761
880	123064	16622
881	123194	16481
882	123325	16341
883	123468	16201
884	123613	16062
885	123750	15922
886	123891	15783
887	124036	15644
888	124183	15505
889	124335	15367
890	124480	15228
891	124624	15089
892	124769	14949
893	124911	14810
894	125058	14671
895	125213	14533
896	125353	14394
897	125500	14255
898	125638	14115
899	125766	13974
900	125897	13833
901	126057	13695
902	126200	13556
903	126340	13416
904	126483	13277
905	126626	13137
906	126773	12998
907	126909	12858
908	127038	12717
909	127168	12577
910	127338	12440
911	127486	12301
912	127618	12160
913	127745	12019
914	127872	11878
915	127997	11737
916	128125	11596
917	128252	11456
918	128380	11315
919	128508	11174
920	128634	11033
921	128759	10892
922	128885	10752
923	129011	10611
924	129138	10470
925	129263	10329
926	129387	10189
927	129512	10048
928	129638	9907
929	129767	9767
930	129893	9626
931	130019	9486
932	130142	9345
933	130270	9205
934	130394	9064
935	130520	8924
936	130645	8784
937	130772	8643
938	130898	8503
939	131026	8363
940	131152	8223
941	131278	8082
942	131404	7942
943	131528	7802
944	131675	7663
945	131800	7523
946	131926	7383
947	132051	7243
948	132178	7103
949	132305	6963
950	132427	6823
951	132556	6683
952	132683	6543
953	132808	6403
954	132935	6263
955	133062	6124
956	133187	5984
957	133313	5844
958	133439	5704
959	133565	5565
960	133695	5425
961	133821	5286
962	133949	5146
963	134077	5007
964	134202	4867
965	134328	4727
966	134453	4588
967	134579	4448
968	134706	4309
969	134832	4170
970	134957	4030
971	135085	3891
972	135214	3752
973	135343	3612
974	135469	3473
975	135595	3334
976	135722	3195
977	135850	3055
978	135978	2916
979	136104	2777
980	136230	2638
981	136358	2499
982	136483	2360
983	136609	2221
984	136734	2082
985	136862	1943
986	136986	1804
987	137113	1665
988	137239	1526
989	137365	1387
990	137492	1248
991	137619	1109
992	137744	971
993	137872	832
994	137997	693
995	138124	554
996	138254	416
997	138381	277
998	138508	138
999	138635	0
