iter	Passed	Remaining
0	171	171003
1	182	91150
2	191	63677
3	199	49705
4	207	41328
5	215	35636
6	223	31656
7	231	28707
8	239	26384
9	247	24494
10	253	22836
11	260	21444
12	267	20290
13	273	19293
14	280	18403
15	286	17628
16	292	16928
17	299	16333
18	305	15764
19	312	15301
20	318	14840
21	324	14445
22	331	14069
23	337	13726
24	344	13431
25	350	13145
26	358	12928
27	366	12716
28	374	12537
29	382	12381
30	389	12178
31	397	12029
32	405	11888
33	414	11768
34	422	11642
35	431	11553
36	440	11469
37	450	11397
38	457	11268
39	465	11166
40	472	11060
41	480	10964
42	488	10878
43	496	10789
44	503	10686
45	510	10581
46	516	10473
47	523	10376
48	530	10294
49	537	10203
50	543	10111
51	549	10024
52	556	9948
53	563	9875
54	570	9796
55	577	9733
56	584	9662
57	590	9591
58	597	9529
59	604	9466
60	610	9404
61	617	9344
62	624	9283
63	631	9235
64	638	9179
65	644	9127
66	651	9073
67	658	9021
68	664	8964
69	671	8919
70	678	8879
71	685	8833
72	692	8791
73	698	8745
74	706	8708
75	712	8661
76	719	8626
77	726	8588
78	732	8545
79	739	8508
80	747	8476
81	753	8437
82	760	8397
83	766	8358
84	772	8318
85	779	8288
86	788	8276
87	796	8252
88	805	8240
89	813	8226
90	822	8217
91	831	8204
92	840	8200
93	850	8193
94	859	8191
95	868	8180
96	875	8152
97	883	8134
98	892	8118
99	900	8103
100	907	8081
101	914	8053
102	922	8038
103	930	8013
104	937	7987
105	943	7958
106	950	7935
107	958	7920
108	965	7893
109	973	7879
110	981	7860
111	999	7925
112	1011	7938
113	1021	7941
114	1029	7923
115	1036	7902
116	1043	7878
117	1052	7863
118	1058	7839
119	1065	7816
120	1072	7791
121	1078	7762
122	1085	7737
123	1091	7714
124	1099	7694
125	1105	7667
126	1111	7642
127	1118	7618
128	1124	7595
129	1131	7572
130	1138	7551
131	1144	7526
132	1151	7504
133	1158	7486
134	1164	7463
135	1171	7441
136	1177	7419
137	1184	7397
138	1190	7372
139	1196	7352
140	1203	7332
141	1209	7309
142	1216	7292
143	1223	7271
144	1229	7250
145	1235	7228
146	1242	7208
147	1249	7191
148	1256	7178
149	1264	7164
150	1272	7155
151	1282	7152
152	1289	7140
153	1299	7136
154	1307	7129
155	1316	7120
156	1323	7105
157	1330	7092
158	1340	7089
159	1348	7078
160	1354	7061
161	1363	7052
162	1371	7040
163	1378	7027
164	1385	7012
165	1392	6994
166	1398	6976
167	1404	6957
168	1411	6939
169	1418	6924
170	1425	6910
171	1431	6893
172	1439	6879
173	1446	6866
174	1454	6854
175	1460	6838
176	1467	6824
177	1474	6809
178	1481	6792
179	1488	6781
180	1495	6765
181	1502	6753
182	1509	6738
183	1516	6725
184	1523	6709
185	1529	6694
186	1537	6685
187	1544	6672
188	1552	6659
189	1558	6644
190	1565	6631
191	1572	6615
192	1579	6603
193	1586	6590
194	1593	6577
195	1600	6566
196	1607	6551
197	1614	6537
198	1621	6525
199	1629	6517
200	1636	6503
201	1642	6488
202	1649	6475
203	1657	6465
204	1663	6451
205	1670	6439
206	1676	6423
207	1683	6409
208	1689	6394
209	1696	6380
210	1702	6367
211	1709	6354
212	1717	6344
213	1723	6331
214	1732	6326
215	1741	6322
216	1750	6314
217	1758	6306
218	1766	6300
219	1775	6293
220	1784	6288
221	1792	6282
222	1801	6275
223	1809	6269
224	1817	6261
225	1824	6248
226	1832	6238
227	1839	6228
228	1846	6217
229	1855	6211
230	1862	6201
231	1869	6189
232	1876	6175
233	1883	6165
234	1890	6153
235	1896	6140
236	1903	6127
237	1909	6114
238	1916	6103
239	1923	6091
240	1929	6077
241	1936	6064
242	1944	6056
243	1950	6044
244	1957	6032
245	1964	6021
246	1971	6008
247	1977	5997
248	1984	5985
249	1992	5976
250	1999	5965
251	2005	5952
252	2011	5940
253	2019	5930
254	2037	5951
255	2049	5955
256	2058	5952
257	2066	5944
258	2074	5934
259	2081	5924
260	2088	5912
261	2094	5900
262	2100	5887
263	2107	5874
264	2113	5862
265	2120	5852
266	2127	5841
267	2134	5830
268	2141	5819
269	2148	5807
270	2154	5796
271	2161	5785
272	2168	5773
273	2187	5795
274	2198	5797
275	2209	5795
276	2217	5788
277	2225	5779
278	2232	5768
279	2238	5757
280	2245	5745
281	2251	5733
282	2258	5722
283	2265	5712
284	2272	5701
285	2279	5690
286	2285	5677
287	2292	5666
288	2299	5657
289	2306	5647
290	2314	5639
291	2322	5631
292	2330	5622
293	2338	5616
294	2345	5606
295	2353	5598
296	2361	5589
297	2368	5579
298	2375	5568
299	2382	5558
300	2389	5550
301	2396	5538
302	2403	5528
303	2409	5517
304	2416	5506
305	2422	5495
306	2429	5484
307	2436	5474
308	2442	5462
309	2449	5451
310	2456	5442
311	2463	5431
312	2470	5421
313	2476	5411
314	2484	5402
315	2491	5392
316	2498	5384
317	2505	5374
318	2512	5364
319	2518	5352
320	2526	5343
321	2533	5334
322	2541	5325
323	2549	5318
324	2557	5310
325	2566	5306
326	2574	5297
327	2581	5288
328	2588	5278
329	2595	5270
330	2603	5261
331	2609	5250
332	2616	5240
333	2624	5233
334	2632	5224
335	2638	5214
336	2645	5204
337	2652	5194
338	2659	5185
339	2665	5174
340	2672	5164
341	2679	5154
342	2684	5142
343	2691	5131
344	2698	5123
345	2704	5112
346	2711	5102
347	2718	5092
348	2725	5083
349	2732	5074
350	2739	5065
351	2745	5055
352	2752	5044
353	2759	5035
354	2766	5027
355	2774	5018
356	2780	5007
357	2788	4999
358	2794	4989
359	2802	4982
360	2809	4972
361	2816	4963
362	2823	4953
363	2829	4944
364	2837	4936
365	2844	4926
366	2850	4916
367	2857	4907
368	2864	4897
369	2870	4888
370	2877	4878
371	2884	4869
372	2892	4861
373	2898	4852
374	2905	4842
375	2912	4833
376	2919	4823
377	2925	4813
378	2932	4805
379	2939	4795
380	2946	4786
381	2954	4780
382	2969	4783
383	2977	4775
384	2985	4768
385	2993	4762
386	3000	4753
387	3009	4746
388	3016	4738
389	3024	4730
390	3031	4722
391	3040	4715
392	3048	4708
393	3055	4699
394	3064	4693
395	3072	4686
396	3081	4679
397	3088	4670
398	3095	4662
399	3102	4653
400	3109	4644
401	3115	4634
402	3122	4625
403	3129	4616
404	3136	4607
405	3143	4599
406	3150	4590
407	3156	4580
408	3163	4571
409	3170	4562
410	3176	4552
411	3183	4543
412	3189	4533
413	3196	4524
414	3203	4515
415	3209	4505
416	3215	4495
417	3222	4486
418	3228	4477
419	3235	4467
420	3242	4458
421	3248	4449
422	3255	4440
423	3262	4431
424	3269	4423
425	3275	4414
426	3282	4405
427	3289	4396
428	3296	4387
429	3302	4377
430	3310	4370
431	3316	4361
432	3323	4351
433	3329	4342
434	3337	4334
435	3344	4325
436	3350	4317
437	3357	4307
438	3365	4300
439	3371	4291
440	3378	4282
441	3385	4274
442	3392	4266
443	3400	4258
444	3408	4250
445	3415	4242
446	3422	4233
447	3430	4226
448	3436	4217
449	3445	4211
450	3453	4204
451	3461	4197
452	3470	4190
453	3480	4185
454	3488	4178
455	3496	4171
456	3505	4165
457	3512	4156
458	3519	4148
459	3526	4139
460	3533	4131
461	3540	4122
462	3546	4113
463	3553	4105
464	3560	4096
465	3566	4087
466	3573	4078
467	3579	4069
468	3586	4060
469	3593	4052
470	3601	4044
471	3609	4037
472	3616	4029
473	3623	4021
474	3631	4013
475	3638	4005
476	3645	3997
477	3651	3987
478	3658	3979
479	3665	3970
480	3673	3963
481	3680	3955
482	3686	3946
483	3694	3938
484	3700	3929
485	3708	3922
486	3716	3914
487	3722	3905
488	3729	3897
489	3737	3889
490	3744	3881
491	3751	3873
492	3757	3864
493	3764	3856
494	3771	3847
495	3778	3839
496	3785	3830
497	3791	3822
498	3799	3814
499	3806	3806
500	3813	3798
501	3820	3789
502	3827	3781
503	3834	3773
504	3841	3765
505	3847	3756
506	3855	3749
507	3862	3741
508	3869	3732
509	3876	3724
510	3885	3717
511	3894	3711
512	3903	3705
513	3910	3697
514	3919	3690
515	3927	3683
516	3936	3677
517	3944	3670
518	3953	3663
519	3960	3656
520	3968	3648
521	3977	3641
522	3983	3633
523	3991	3625
524	3997	3617
525	4005	3609
526	4011	3600
527	4017	3591
528	4024	3583
529	4031	3575
530	4039	3567
531	4046	3559
532	4053	3551
533	4059	3542
534	4066	3534
535	4073	3526
536	4080	3518
537	4087	3510
538	4094	3502
539	4101	3494
540	4108	3485
541	4115	3477
542	4122	3469
543	4129	3461
544	4136	3453
545	4142	3444
546	4150	3437
547	4156	3428
548	4163	3420
549	4170	3412
550	4176	3403
551	4183	3395
552	4190	3387
553	4197	3379
554	4203	3370
555	4209	3361
556	4217	3354
557	4224	3346
558	4231	3338
559	4238	3330
560	4244	3321
561	4251	3313
562	4258	3305
563	4264	3296
564	4272	3289
565	4281	3282
566	4288	3274
567	4296	3267
568	4305	3261
569	4313	3254
570	4321	3247
571	4331	3240
572	4338	3233
573	4347	3226
574	4355	3219
575	4363	3211
576	4370	3204
577	4379	3197
578	4387	3189
579	4395	3182
580	4403	3175
581	4411	3168
582	4418	3160
583	4425	3152
584	4433	3145
585	4442	3138
586	4450	3130
587	4457	3123
588	4465	3115
589	4472	3107
590	4478	3099
591	4485	3091
592	4491	3082
593	4499	3075
594	4505	3066
595	4512	3058
596	4518	3050
597	4525	3042
598	4531	3033
599	4538	3025
600	4544	3017
601	4551	3008
602	4557	3000
603	4564	2992
604	4571	2984
605	4577	2976
606	4584	2968
607	4592	2960
608	4598	2952
609	4605	2944
610	4612	2936
611	4619	2928
612	4625	2920
613	4632	2912
614	4639	2904
615	4646	2896
616	4653	2888
617	4659	2880
618	4667	2872
619	4674	2864
620	4681	2857
621	4689	2849
622	4695	2841
623	4702	2833
624	4708	2825
625	4715	2817
626	4723	2809
627	4732	2803
628	4740	2795
629	4748	2789
630	4756	2781
631	4766	2775
632	4774	2768
633	4783	2761
634	4791	2754
635	4799	2746
636	4806	2739
637	4813	2731
638	4821	2724
639	4829	2716
640	4837	2709
641	4846	2702
642	4854	2695
643	4862	2687
644	4870	2680
645	4878	2673
646	4887	2666
647	4895	2659
648	4902	2651
649	4910	2644
650	4917	2636
651	4924	2628
652	4932	2620
653	4938	2612
654	4945	2604
655	4952	2597
656	4959	2589
657	4966	2581
658	4973	2573
659	4980	2565
660	4986	2557
661	4993	2549
662	4999	2541
663	5006	2533
664	5012	2525
665	5019	2517
666	5025	2509
667	5032	2501
668	5039	2493
669	5045	2485
670	5052	2477
671	5059	2469
672	5065	2461
673	5072	2453
674	5078	2445
675	5084	2437
676	5092	2429
677	5098	2421
678	5106	2413
679	5112	2406
680	5120	2398
681	5127	2390
682	5134	2383
683	5144	2376
684	5151	2368
685	5158	2361
686	5165	2353
687	5171	2345
688	5178	2337
689	5186	2330
690	5192	2322
691	5199	2314
692	5206	2306
693	5213	2298
694	5219	2290
695	5226	2282
696	5233	2275
697	5239	2267
698	5246	2259
699	5253	2251
700	5259	2243
701	5266	2235
702	5273	2227
703	5279	2219
704	5286	2211
705	5293	2204
706	5299	2196
707	5308	2189
708	5316	2182
709	5324	2174
710	5332	2167
711	5340	2160
712	5348	2152
713	5356	2145
714	5363	2137
715	5372	2131
716	5383	2124
717	5391	2117
718	5402	2111
719	5412	2104
720	5422	2098
721	5445	2096
722	5454	2089
723	5464	2083
724	5471	2075
725	5479	2067
726	5485	2060
727	5492	2052
728	5499	2044
729	5505	2036
730	5512	2028
731	5518	2020
732	5525	2012
733	5532	2005
734	5539	1997
735	5546	1989
736	5552	1981
737	5559	1973
738	5565	1965
739	5572	1957
740	5579	1950
741	5586	1942
742	5593	1934
743	5599	1926
744	5606	1918
745	5612	1911
746	5619	1903
747	5627	1895
748	5633	1887
749	5640	1880
750	5647	1872
751	5654	1864
752	5661	1857
753	5669	1849
754	5676	1842
755	5683	1834
756	5689	1826
757	5701	1820
758	5708	1812
759	5715	1804
760	5721	1797
761	5728	1789
762	5735	1781
763	5742	1773
764	5749	1766
765	5756	1758
766	5763	1750
767	5770	1743
768	5777	1735
769	5784	1727
770	5792	1720
771	5799	1712
772	5807	1705
773	5814	1697
774	5822	1690
775	5830	1683
776	5837	1675
777	5846	1668
778	5853	1660
779	5860	1653
780	5868	1645
781	5878	1638
782	5887	1631
783	5895	1624
784	5904	1617
785	5911	1609
786	5921	1602
787	5928	1595
788	5936	1587
789	5943	1579
790	5950	1572
791	5958	1564
792	5966	1557
793	5975	1550
794	5982	1542
795	5989	1534
796	5996	1527
797	6004	1519
798	6012	1512
799	6020	1505
800	6029	1497
801	6037	1490
802	6044	1482
803	6050	1475
804	6057	1467
805	6064	1459
806	6071	1452
807	6078	1444
808	6085	1436
809	6092	1429
810	6099	1421
811	6106	1413
812	6112	1405
813	6119	1398
814	6126	1390
815	6132	1382
816	6139	1375
817	6146	1367
818	6152	1359
819	6159	1352
820	6165	1344
821	6172	1336
822	6179	1328
823	6185	1321
824	6191	1313
825	6198	1305
826	6205	1298
827	6213	1290
828	6220	1283
829	6226	1275
830	6232	1267
831	6239	1259
832	6247	1252
833	6253	1244
834	6261	1237
835	6267	1229
836	6274	1221
837	6282	1214
838	6288	1206
839	6296	1199
840	6302	1191
841	6309	1184
842	6315	1176
843	6322	1168
844	6329	1161
845	6336	1153
846	6343	1145
847	6349	1138
848	6357	1130
849	6363	1123
850	6371	1115
851	6378	1107
852	6385	1100
853	6393	1093
854	6402	1085
855	6410	1078
856	6418	1071
857	6427	1063
858	6435	1056
859	6443	1048
860	6451	1041
861	6459	1034
862	6467	1026
863	6474	1019
864	6482	1011
865	6489	1004
866	6496	996
867	6505	989
868	6514	982
869	6521	974
870	6528	966
871	6536	959
872	6544	952
873	6551	944
874	6557	936
875	6563	929
876	6570	921
877	6577	913
878	6584	906
879	6590	898
880	6597	891
881	6604	883
882	6610	875
883	6617	868
884	6624	860
885	6630	853
886	6636	845
887	6643	837
888	6650	830
889	6656	822
890	6663	815
891	6670	807
892	6677	800
893	6684	792
894	6691	785
895	6699	777
896	6706	770
897	6713	762
898	6719	754
899	6726	747
900	6733	739
901	6740	732
902	6746	724
903	6754	717
904	6761	709
905	6767	702
906	6775	694
907	6782	687
908	6789	679
909	6795	672
910	6802	664
911	6808	656
912	6815	649
913	6822	641
914	6830	634
915	6838	627
916	6845	619
917	6854	612
918	6862	604
919	6870	597
920	6879	590
921	6888	582
922	6895	575
923	6905	568
924	6913	560
925	6922	553
926	6930	545
927	6939	538
928	6946	530
929	6953	523
930	6961	515
931	6968	508
932	6976	500
933	6983	493
934	6990	485
935	6999	478
936	7008	471
937	7016	463
938	7023	456
939	7032	448
940	7041	441
941	7048	433
942	7055	426
943	7062	418
944	7068	411
945	7075	403
946	7081	396
947	7087	388
948	7094	381
949	7101	373
950	7108	366
951	7115	358
952	7121	351
953	7128	343
954	7135	336
955	7142	328
956	7148	321
957	7156	313
958	7163	306
959	7170	298
960	7176	291
961	7183	283
962	7190	276
963	7197	268
964	7205	261
965	7211	253
966	7218	246
967	7225	238
968	7232	231
969	7239	223
970	7246	216
971	7253	208
972	7259	201
973	7266	193
974	7273	186
975	7280	179
976	7287	171
977	7295	164
978	7301	156
979	7308	149
980	7314	141
981	7322	134
982	7328	126
983	7336	119
984	7344	111
985	7351	104
986	7359	96
987	7367	89
988	7375	82
989	7382	74
990	7392	67
991	7399	59
992	7406	52
993	7414	44
994	7421	37
995	7428	29
996	7436	22
997	7445	14
998	7452	7
999	7458	0
